,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
10,Music To Walk Home By,Tame Impala,0.00991,https://api.spotify.com/v1/audio-analysis/0pJTrMWCiR0TuJ5FApIqrz,0.394,312213,0.905,0pJTrMWCiR0TuJ5FApIqrz,0.0739,7,0.0636,-4.148,1,0.0564,101.121,4,https://api.spotify.com/v1/tracks/0pJTrMWCiR0TuJ5FApIqrz,audio_features,spotify:track:0pJTrMWCiR0TuJ5FApIqrz,0.441
11,Why Won't They Talk To Me?,Tame Impala,0.619,https://api.spotify.com/v1/audio-analysis/6IM45SqAURH6PrvziDs1RQ,0.522,286093,0.835,6IM45SqAURH6PrvziDs1RQ,0.0289,7,0.0796,-5.145,1,0.051,129.937,4,https://api.spotify.com/v1/tracks/6IM45SqAURH6PrvziDs1RQ,audio_features,spotify:track:6IM45SqAURH6PrvziDs1RQ,0.18
12,Feels Like We Only Go Backwards,Tame Impala,0.0453,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,0.31,192960,0.907,0LtOwyZoSNZKJWHqjzADpW,0.369,2,0.247,-2.279,0,0.0591,149.931,4,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,audio_features,spotify:track:0LtOwyZoSNZKJWHqjzADpW,0.516
13,Keep On Lying,Tame Impala,0.0819,https://api.spotify.com/v1/audio-analysis/2UYHP0RQqPFvue0Ygs5Amm,0.484,353933,0.806,2UYHP0RQqPFvue0Ygs5Amm,0.0201,0,0.26,-4.838,0,0.0341,124.014,4,https://api.spotify.com/v1/tracks/2UYHP0RQqPFvue0Ygs5Amm,audio_features,spotify:track:2UYHP0RQqPFvue0Ygs5Amm,0.736
14,Elephant,Tame Impala,0.557,https://api.spotify.com/v1/audio-analysis/6qZjm61s6u8Ead9sWxCDro,0.597,211227,0.575,6qZjm61s6u8Ead9sWxCDro,0.342,2,0.254,-6.665,1,0.04,122.959,4,https://api.spotify.com/v1/tracks/6qZjm61s6u8Ead9sWxCDro,audio_features,spotify:track:6qZjm61s6u8Ead9sWxCDro,0.621
15,She Just Won't Believe Me,Tame Impala,0.129,https://api.spotify.com/v1/audio-analysis/4Klyx5dYqZV9YefSecDwDv,0.258,57173,0.402,4Klyx5dYqZV9YefSecDwDv,0.194,0,0.531,-6.788,1,0.0366,81.477,4,https://api.spotify.com/v1/tracks/4Klyx5dYqZV9YefSecDwDv,audio_features,spotify:track:4Klyx5dYqZV9YefSecDwDv,0.16
16,Nothing That Has Happened So Far Has Been Anything We Could Control,Tame Impala,0.0501,https://api.spotify.com/v1/audio-analysis/33JMMgxQKL3zJsZeMNC3gR,0.346,359947,0.893,33JMMgxQKL3zJsZeMNC3gR,0.487,5,0.0773,-3.454,0,0.0437,99.972,4,https://api.spotify.com/v1/tracks/33JMMgxQKL3zJsZeMNC3gR,audio_features,spotify:track:33JMMgxQKL3zJsZeMNC3gR,0.367
17,Sun's Coming Up,Tame Impala,0.961,https://api.spotify.com/v1/audio-analysis/7Jk2pg4g0c5rz5AfkEGMRp,0.293,320293,0.792,7Jk2pg4g0c5rz5AfkEGMRp,0.0968,7,0.7,-6.969,0,0.0963,123.97,3,https://api.spotify.com/v1/tracks/7Jk2pg4g0c5rz5AfkEGMRp,audio_features,spotify:track:7Jk2pg4g0c5rz5AfkEGMRp,0.404
18,Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,0.771,https://api.spotify.com/v1/audio-analysis/6pnwfWyaWjQiHCKTiZLItr,0.266,811077,0.294,6pnwfWyaWjQiHCKTiZLItr,0.697,7,0.107,-11.938,0,0.0291,137.941,3,https://api.spotify.com/v1/tracks/6pnwfWyaWjQiHCKTiZLItr,audio_features,spotify:track:6pnwfWyaWjQiHCKTiZLItr,0.0397
19,Welcome to the Machine,Pink Floyd,0.52,https://api.spotify.com/v1/audio-analysis/5VWC7v2dC2K0SIIjT9WTLN,0.382,451681,0.36,5VWC7v2dC2K0SIIjT9WTLN,0.171,0,0.0747,-12.442,1,0.0365,133.273,4,https://api.spotify.com/v1/tracks/5VWC7v2dC2K0SIIjT9WTLN,audio_features,spotify:track:5VWC7v2dC2K0SIIjT9WTLN,0.0362
20,Have a Cigar,Pink Floyd,0.407,https://api.spotify.com/v1/audio-analysis/3CmHvyZQQAGkKkTjTBFWN6,0.454,307733,0.65,3CmHvyZQQAGkKkTjTBFWN6,0.0498,4,0.589,-10.191,0,0.0437,120.154,4,https://api.spotify.com/v1/tracks/3CmHvyZQQAGkKkTjTBFWN6,audio_features,spotify:track:3CmHvyZQQAGkKkTjTBFWN6,0.72
21,Wish You Were Here,Pink Floyd,0.735,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,0.481,334744,0.262,6mFkJmJqdDVQ1REhVfGgd1,0.0114,7,0.832,-15.73,1,0.0414,122.883,4,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,audio_features,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.375
22,Shine On You Crazy Diamond (Pts. 6-9),Pink Floyd,0.577,https://api.spotify.com/v1/audio-analysis/21j1PsCiTaO8ZW88UZrh3A,0.287,747325,0.485,21j1PsCiTaO8ZW88UZrh3A,0.898,7,0.322,-13.155,0,0.0498,135.86,3,https://api.spotify.com/v1/tracks/21j1PsCiTaO8ZW88UZrh3A,audio_features,spotify:track:21j1PsCiTaO8ZW88UZrh3A,0.127
23,Speak to Me,Pink Floyd,0.362,https://api.spotify.com/v1/audio-analysis/574y1r7o2tRA009FW0LE7v,0.592,65314,0.0196,574y1r7o2tRA009FW0LE7v,0.854,1,0.108,-33.35,1,0.0358,119.504,4,https://api.spotify.com/v1/tracks/574y1r7o2tRA009FW0LE7v,audio_features,spotify:track:574y1r7o2tRA009FW0LE7v,0.0312
24,Breathe (In the Air),Pink Floyd,0.391,https://api.spotify.com/v1/audio-analysis/2ctvdKmETyOzPb2GiJJT53,0.431,169535,0.375,2ctvdKmETyOzPb2GiJJT53,0.721,11,0.143,-15.142,0,0.0347,128.153,4,https://api.spotify.com/v1/tracks/2ctvdKmETyOzPb2GiJJT53,audio_features,spotify:track:2ctvdKmETyOzPb2GiJJT53,0.258
25,Time,Pink Floyd,0.521,https://api.spotify.com/v1/audio-analysis/3TO7bbrUKrOSPGRTB5MeCz,0.358,413947,0.48,3TO7bbrUKrOSPGRTB5MeCz,0.00428,9,0.178,-11.79,1,0.0849,120.317,4,https://api.spotify.com/v1/tracks/3TO7bbrUKrOSPGRTB5MeCz,audio_features,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,0.356
26,The Great Gig in the Sky,Pink Floyd,0.768,https://api.spotify.com/v1/audio-analysis/2TjdnqlpwOjhijHCwHCP2d,0.275,283872,0.216,2TjdnqlpwOjhijHCwHCP2d,0.897,5,0.0832,-13.818,1,0.0345,116.388,4,https://api.spotify.com/v1/tracks/2TjdnqlpwOjhijHCwHCP2d,audio_features,spotify:track:2TjdnqlpwOjhijHCwHCP2d,0.181
27,Money,Pink Floyd,0.0241,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,0.469,382834,0.537,0vFOzaXqZHahrZp6enQwQb,0.00201,9,0.269,-10.421,1,0.152,124.193,1,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,audio_features,spotify:track:0vFOzaXqZHahrZp6enQwQb,0.783
28,Us and Them,Pink Floyd,0.863,https://api.spotify.com/v1/audio-analysis/1TKTiKp3zbNgrBH2IwSwIx,0.356,469224,0.302,1TKTiKp3zbNgrBH2IwSwIx,0.546,2,0.634,-14.528,1,0.0346,72.623,4,https://api.spotify.com/v1/tracks/1TKTiKp3zbNgrBH2IwSwIx,audio_features,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,0.126
29,Eclipse,Pink Floyd,0.0591,https://api.spotify.com/v1/audio-analysis/1tDWVeCR9oWGX8d5J9rswk,0.359,130429,0.579,1tDWVeCR9oWGX8d5J9rswk,0.746,10,0.0686,-10.765,1,0.0406,68.102,4,https://api.spotify.com/v1/tracks/1tDWVeCR9oWGX8d5J9rswk,audio_features,spotify:track:1tDWVeCR9oWGX8d5J9rswk,0.135
30,Elevator Operator,Courtney Barnett,0.000766,https://api.spotify.com/v1/audio-analysis/392izppyEXgN3SZChBgRb4,0.682,194947,0.769,392izppyEXgN3SZChBgRb4,0.00898,1,0.36,-7.197,1,0.0324,131.693,4,https://api.spotify.com/v1/tracks/392izppyEXgN3SZChBgRb4,audio_features,spotify:track:392izppyEXgN3SZChBgRb4,0.769
31,Pedestrian at Best,Courtney Barnett,4.61e-06,https://api.spotify.com/v1/audio-analysis/7gsn3NxWLA0s0g9TmQlMri,0.479,230560,0.854,7gsn3NxWLA0s0g9TmQlMri,5.72e-05,11,0.372,-6.101,1,0.0405,136.067,4,https://api.spotify.com/v1/tracks/7gsn3NxWLA0s0g9TmQlMri,audio_features,spotify:track:7gsn3NxWLA0s0g9TmQlMri,0.535
32,An Illustration of Loneliness (Sleepless In New York),Courtney Barnett,0.000126,https://api.spotify.com/v1/audio-analysis/3Ocih93ezwnVZ4ylBzKUi6,0.517,190920,0.643,3Ocih93ezwnVZ4ylBzKUi6,0.0201,0,0.157,-6.571,1,0.0315,203.724,4,https://api.spotify.com/v1/tracks/3Ocih93ezwnVZ4ylBzKUi6,audio_features,spotify:track:3Ocih93ezwnVZ4ylBzKUi6,0.967
33,Small Poppies,Courtney Barnett,0.0047,https://api.spotify.com/v1/audio-analysis/0Rw5Go9iYcvxun5DhSdroI,0.332,419907,0.442,0Rw5Go9iYcvxun5DhSdroI,0.0128,7,0.115,-9.055,1,0.0269,170.717,3,https://api.spotify.com/v1/tracks/0Rw5Go9iYcvxun5DhSdroI,audio_features,spotify:track:0Rw5Go9iYcvxun5DhSdroI,0.222
34,Depreston,Courtney Barnett,0.0246,https://api.spotify.com/v1/audio-analysis/6tCQCy7SCL2xg2QNe2inmd,0.692,292853,0.467,6tCQCy7SCL2xg2QNe2inmd,1.43e-05,0,0.059,-11.577,1,0.0336,126.407,4,https://api.spotify.com/v1/tracks/6tCQCy7SCL2xg2QNe2inmd,audio_features,spotify:track:6tCQCy7SCL2xg2QNe2inmd,0.422
35,Aqua Profunda!,Courtney Barnett,0.000108,https://api.spotify.com/v1/audio-analysis/4tpm4jdscLClCssSUCb35T,0.703,119920,0.663,4tpm4jdscLClCssSUCb35T,0.324,11,0.125,-7.424,0,0.0335,135.909,4,https://api.spotify.com/v1/tracks/4tpm4jdscLClCssSUCb35T,audio_features,spotify:track:4tpm4jdscLClCssSUCb35T,0.631
36,Dead Fox,Courtney Barnett,8.85e-05,https://api.spotify.com/v1/audio-analysis/2LZLR8t4zDictvQKuxFIlP,0.574,213080,0.69,2LZLR8t4zDictvQKuxFIlP,1.86e-05,11,0.0846,-5.938,0,0.0388,128.556,4,https://api.spotify.com/v1/tracks/2LZLR8t4zDictvQKuxFIlP,audio_features,spotify:track:2LZLR8t4zDictvQKuxFIlP,0.577
37,Nobody Really Cares If You Don't Go to the Party,Courtney Barnett,1.64e-05,https://api.spotify.com/v1/audio-analysis/4DJamulehuGcPiPOaQlCAa,0.421,166080,0.93,4DJamulehuGcPiPOaQlCAa,0.128,9,0.341,-5.133,1,0.0741,136.688,4,https://api.spotify.com/v1/tracks/4DJamulehuGcPiPOaQlCAa,audio_features,spotify:track:4DJamulehuGcPiPOaQlCAa,0.574
38,Boxing Day Blues,Courtney Barnett,0.94,https://api.spotify.com/v1/audio-analysis/2jNQBuhta3lE0GFOqb4Eo9,0.629,182063,0.0619,2jNQBuhta3lE0GFOqb4Eo9,0.00018,2,0.103,-15.317,1,0.0334,62.049,4,https://api.spotify.com/v1/tracks/2jNQBuhta3lE0GFOqb4Eo9,audio_features,spotify:track:2jNQBuhta3lE0GFOqb4Eo9,0.36
39,Drive My Car - Remastered 2009,The Beatles,0.0173,https://api.spotify.com/v1/audio-analysis/06ypiqmILMdVeaiErMFA91,0.754,148893,0.571,06ypiqmILMdVeaiErMFA91,0.0,2,0.3,-8.547,1,0.0421,122.463,4,https://api.spotify.com/v1/tracks/06ypiqmILMdVeaiErMFA91,audio_features,spotify:track:06ypiqmILMdVeaiErMFA91,0.82
40,Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,0.183,https://api.spotify.com/v1/audio-analysis/1H7gMYGykdtwZOV6s1N0by,0.425,124693,0.369,1H7gMYGykdtwZOV6s1N0by,0.00126,4,0.112,-11.876,1,0.0379,176.625,3,https://api.spotify.com/v1/tracks/1H7gMYGykdtwZOV6s1N0by,audio_features,spotify:track:1H7gMYGykdtwZOV6s1N0by,0.65
41,You Won't See Me - Remastered 2009,The Beatles,0.136,https://api.spotify.com/v1/audio-analysis/4LLBKnNCrSRrSjSTuiwjE9,0.488,199960,0.539,4LLBKnNCrSRrSjSTuiwjE9,0.0,9,0.0538,-8.752,1,0.0304,115.941,4,https://api.spotify.com/v1/tracks/4LLBKnNCrSRrSjSTuiwjE9,audio_features,spotify:track:4LLBKnNCrSRrSjSTuiwjE9,0.473
42,Michelle - Remastered 2009,The Beatles,0.652,https://api.spotify.com/v1/audio-analysis/5By7Pzgl6TMuVJG168VWzS,0.578,162373,0.29,5By7Pzgl6TMuVJG168VWzS,0.0,5,0.105,-12.501,0,0.0341,117.403,4,https://api.spotify.com/v1/tracks/5By7Pzgl6TMuVJG168VWzS,audio_features,spotify:track:5By7Pzgl6TMuVJG168VWzS,0.666
43,Girl - Remastered 2009,The Beatles,0.587,https://api.spotify.com/v1/audio-analysis/6tQvjqDIK9GXWIC6mejms8,0.699,151720,0.294,6tQvjqDIK9GXWIC6mejms8,0.0,5,0.117,-13.205,0,0.0294,96.615,4,https://api.spotify.com/v1/tracks/6tQvjqDIK9GXWIC6mejms8,audio_features,spotify:track:6tQvjqDIK9GXWIC6mejms8,0.893
44,I'm Looking Through You - Remastered 2009,The Beatles,0.00772,https://api.spotify.com/v1/audio-analysis/5E3BVY66TEDexFutOO5GeS,0.667,146387,0.498,5E3BVY66TEDexFutOO5GeS,0.0,1,0.0481,-11.027,1,0.0364,85.843,4,https://api.spotify.com/v1/tracks/5E3BVY66TEDexFutOO5GeS,audio_features,spotify:track:5E3BVY66TEDexFutOO5GeS,0.774
45,In My Life - Remastered 2009,The Beatles,0.449,https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo,0.688,146333,0.435,3KfbEIOC7YIv90FIfNSZpo,0.0,9,0.113,-11.359,1,0.0323,103.239,4,https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo,audio_features,spotify:track:3KfbEIOC7YIv90FIfNSZpo,0.435
46,"Symphony No.9 In D Minor, Op.125 - ""Choral"": 1. Allegro ma non troppo, un poco maestoso",Ludwig van Beethoven,0.953,https://api.spotify.com/v1/audio-analysis/1OAb3BhCFLohozKSJ2I34R,0.226,938427,0.172,1OAb3BhCFLohozKSJ2I34R,0.871,10,0.313,-16.917,1,0.0382,145.546,4,https://api.spotify.com/v1/tracks/1OAb3BhCFLohozKSJ2I34R,audio_features,spotify:track:1OAb3BhCFLohozKSJ2I34R,0.12
47,"Symphony No.9 In D Minor, Op.125 - ""Choral"": 2. Molto vivace",Ludwig van Beethoven,0.966,https://api.spotify.com/v1/audio-analysis/2gK0pgL5CwCxOvP0Ks9gGz,0.369,625964,0.175,2gK0pgL5CwCxOvP0Ks9gGz,0.818,7,0.0962,-20.971,1,0.0585,140.679,4,https://api.spotify.com/v1/tracks/2gK0pgL5CwCxOvP0Ks9gGz,audio_features,spotify:track:2gK0pgL5CwCxOvP0Ks9gGz,0.255
48,"Symphony No.9 In D Minor, Op.125 - ""Choral"": 3. Adagio molto e cantabile",Ludwig van Beethoven,0.973,https://api.spotify.com/v1/audio-analysis/37DBrreN9VFfbImE7Sj4Pp,0.107,954000,0.0435,37DBrreN9VFfbImE7Sj4Pp,0.858,10,0.0949,-27.831,1,0.0375,91.475,4,https://api.spotify.com/v1/tracks/37DBrreN9VFfbImE7Sj4Pp,audio_features,spotify:track:37DBrreN9VFfbImE7Sj4Pp,0.0439
49,"Symphony No.9 In D Minor, Op.125 - ""Choral"" - Excerpt From 4th Movement: 4. Presto",Ludwig van Beethoven,0.942,https://api.spotify.com/v1/audio-analysis/4FXl8rYY8TdewKu7ZNeBXP,0.209,367267,0.0693,4FXl8rYY8TdewKu7ZNeBXP,0.797,2,0.454,-19.098,1,0.0376,75.672,4,https://api.spotify.com/v1/tracks/4FXl8rYY8TdewKu7ZNeBXP,audio_features,spotify:track:4FXl8rYY8TdewKu7ZNeBXP,0.0764
50,"Symphony No.9 In D Minor, Op.125 - ""Choral"" / 4.: ""O Freunde nicht diese Töne"" -",Ludwig van Beethoven,0.962,https://api.spotify.com/v1/audio-analysis/6tafBGmYbMXZUDrBSCTzXy,0.222,1093733,0.361,6tafBGmYbMXZUDrBSCTzXy,0.116,2,0.275,-14.343,1,0.0739,85.337,4,https://api.spotify.com/v1/tracks/6tafBGmYbMXZUDrBSCTzXy,audio_features,spotify:track:6tafBGmYbMXZUDrBSCTzXy,0.0519
51,"Piano Concerto No. 21 in C Major, K.467: I. Allegro maestoso",Wolfgang Amadeus Mozart,0.971,https://api.spotify.com/v1/audio-analysis/3nuCbjamFTZOoN2rehcs2Q,0.33,873187,0.131,3nuCbjamFTZOoN2rehcs2Q,0.922,0,0.118,-20.207,1,0.036,136.254,4,https://api.spotify.com/v1/tracks/3nuCbjamFTZOoN2rehcs2Q,audio_features,spotify:track:3nuCbjamFTZOoN2rehcs2Q,0.218
52,"Mozart: Piano Concerto No. 21 in C Major, K. 467: II. Andante",Wolfgang Amadeus Mozart,0.978,https://api.spotify.com/v1/audio-analysis/1j8jIjVEePWSjMEAaciFsQ,0.158,429782,0.0183,1j8jIjVEePWSjMEAaciFsQ,0.95,5,0.0903,-29.694,1,0.0341,91.743,4,https://api.spotify.com/v1/tracks/1j8jIjVEePWSjMEAaciFsQ,audio_features,spotify:track:1j8jIjVEePWSjMEAaciFsQ,0.056
53,"Piano Concerto No. 21 in C Major, K.467: III. Allegro vivace assai",Wolfgang Amadeus Mozart,0.985,https://api.spotify.com/v1/audio-analysis/0jlFozfnHHZ6n6kZ9NZbDf,0.431,401867,0.185,0jlFozfnHHZ6n6kZ9NZbDf,0.947,0,0.0785,-23.034,1,0.0399,83.942,4,https://api.spotify.com/v1/tracks/0jlFozfnHHZ6n6kZ9NZbDf,audio_features,spotify:track:0jlFozfnHHZ6n6kZ9NZbDf,0.337
54,Pretty Girl,Clairo,0.506,https://api.spotify.com/v1/audio-analysis/4Pv7OY4tfCA8KIdtlkANOS,0.921,178320,0.432,4Pv7OY4tfCA8KIdtlkANOS,0.00223,0,0.0617,-11.109,1,0.0502,112.117,4,https://api.spotify.com/v1/tracks/4Pv7OY4tfCA8KIdtlkANOS,audio_features,spotify:track:4Pv7OY4tfCA8KIdtlkANOS,0.693
55,Best I Can (feat. Sharon Van Etten),Michael Cera,0.522,https://api.spotify.com/v1/audio-analysis/2ljlog0cXfnorySQUoDkt0,0.577,199694,0.767,2ljlog0cXfnorySQUoDkt0,0.193,11,0.715,-7.171,0,0.0398,109.127,4,https://api.spotify.com/v1/tracks/2ljlog0cXfnorySQUoDkt0,audio_features,spotify:track:2ljlog0cXfnorySQUoDkt0,0.295
56,Everytime,boy pablo,0.0252,https://api.spotify.com/v1/audio-analysis/4zvHZWOGyL7WcmqHOgtGCW,0.431,172941,0.669,4zvHZWOGyL7WcmqHOgtGCW,0.0433,2,0.117,-10.065,1,0.035,203.906,4,https://api.spotify.com/v1/tracks/4zvHZWOGyL7WcmqHOgtGCW,audio_features,spotify:track:4zvHZWOGyL7WcmqHOgtGCW,0.855
57,New York,St. Vincent,0.894,https://api.spotify.com/v1/audio-analysis/5IXTT9RvcVupmzLTFqIInj,0.352,154960,0.443,5IXTT9RvcVupmzLTFqIInj,8.81e-05,10,0.179,-11.631,1,0.164,137.949,4,https://api.spotify.com/v1/tracks/5IXTT9RvcVupmzLTFqIInj,audio_features,spotify:track:5IXTT9RvcVupmzLTFqIInj,0.376
58,Pills,St. Vincent,0.0212,https://api.spotify.com/v1/audio-analysis/6jcKQzA6fxIrof4AlrojG1,0.543,280680,0.708,6jcKQzA6fxIrof4AlrojG1,0.0167,6,0.194,-8.749,0,0.0489,120.024,4,https://api.spotify.com/v1/tracks/6jcKQzA6fxIrof4AlrojG1,audio_features,spotify:track:6jcKQzA6fxIrof4AlrojG1,0.164
59,Midnight,Jessie Ware,0.0238,https://api.spotify.com/v1/audio-analysis/2R4JaXc47J3oTRu1H5JFZy,0.532,237240,0.398,2R4JaXc47J3oTRu1H5JFZy,7.6e-05,5,0.088,-8.512,0,0.0359,139.933,4,https://api.spotify.com/v1/tracks/2R4JaXc47J3oTRu1H5JFZy,audio_features,spotify:track:2R4JaXc47J3oTRu1H5JFZy,0.157
60,oh baby,LCD Soundsystem,0.0192,https://api.spotify.com/v1/audio-analysis/53PkA8aXiwH4ppa0V0iO7o,0.58,349693,0.622,53PkA8aXiwH4ppa0V0iO7o,0.653,5,0.648,-12.005,1,0.0352,169.442,4,https://api.spotify.com/v1/tracks/53PkA8aXiwH4ppa0V0iO7o,audio_features,spotify:track:53PkA8aXiwH4ppa0V0iO7o,0.781
61,World On Fire,Louis The Child,0.791,https://api.spotify.com/v1/audio-analysis/22wcNdDej7sJO0UnaerFN7,0.711,174400,0.258,22wcNdDej7sJO0UnaerFN7,0.000879,10,0.101,-8.956,0,0.0693,75.007,4,https://api.spotify.com/v1/tracks/22wcNdDej7sJO0UnaerFN7,audio_features,spotify:track:22wcNdDej7sJO0UnaerFN7,0.423
62,Butterfly Effect,Travis Scott,0.0714,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,190678,0.598,1yxgsra98r3qAtxqiGZPiX,0.0,11,0.112,-6.865,1,0.0539,140.987,4,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,audio_features,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.182
63,Dancing In The Moonlight (It's Caught Me In Its Spotlight) - Recorded At Spotify Studios NYC,alt-J,0.916,https://api.spotify.com/v1/audio-analysis/2fpfApt0LZiOWybYfRVXTB,0.481,143966,0.164,2fpfApt0LZiOWybYfRVXTB,0.145,2,0.16,-17.201,1,0.0391,130.229,4,https://api.spotify.com/v1/tracks/2fpfApt0LZiOWybYfRVXTB,audio_features,spotify:track:2fpfApt0LZiOWybYfRVXTB,0.405
64,4 AM,2 Chainz,0.185,https://api.spotify.com/v1/audio-analysis/0FOJ29JbdSFgbitwidNHFH,0.797,255557,0.498,0FOJ29JbdSFgbitwidNHFH,0.0,6,0.163,-6.732,0,0.458,75.021,4,https://api.spotify.com/v1/tracks/0FOJ29JbdSFgbitwidNHFH,audio_features,spotify:track:0FOJ29JbdSFgbitwidNHFH,0.215
65,In My Life,Jake Shimabukuro,0.94,https://api.spotify.com/v1/audio-analysis/6xetFi399audH6OFTpaQU5,0.531,209147,0.108,6xetFi399audH6OFTpaQU5,0.895,0,0.12,-18.584,1,0.059,96.46,4,https://api.spotify.com/v1/tracks/6xetFi399audH6OFTpaQU5,audio_features,spotify:track:6xetFi399audH6OFTpaQU5,0.0935
