,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
38,Club Can't Handle Me (feat. David Guetta),Flo Rida,0.0283,https://api.spotify.com/v1/audio-analysis/6ebkx7Q5tTxrCxKq4GYj0Y,0.616,234560,0.869,6ebkx7Q5tTxrCxKq4GYj0Y,0.0,0,0.064,-3.911,1,0.0327,127.966,4,https://api.spotify.com/v1/tracks/6ebkx7Q5tTxrCxKq4GYj0Y,audio_features,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,0.473
39,DJ Got Us Fallin' In Love,Usher,0.0338,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,0.663,220800,0.861,4356Typ82hUiFAynbLYbPn,0.0,7,0.082,-3.398,0,0.109,119.963,4,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,audio_features,spotify:track:4356Typ82hUiFAynbLYbPn,0.654
40,You Make Me Feel... - feat. Sabi,Cobra Starship,0.0191,https://api.spotify.com/v1/audio-analysis/16Of7eeW44kt0a1M0nitHM,0.668,215693,0.857,16Of7eeW44kt0a1M0nitHM,6.71e-06,7,0.0385,-2.944,0,0.0535,131.959,4,https://api.spotify.com/v1/tracks/16Of7eeW44kt0a1M0nitHM,audio_features,spotify:track:16Of7eeW44kt0a1M0nitHM,0.748
41,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,Lana Del Rey,0.0153,https://api.spotify.com/v1/audio-analysis/6PUIzlqotEmPuBfjbwYWOB,0.564,214912,0.811,6PUIzlqotEmPuBfjbwYWOB,8.72e-06,1,0.125,-5.734,0,0.0513,126.007,4,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB,audio_features,spotify:track:6PUIzlqotEmPuBfjbwYWOB,0.114
42,Michael Jordan,Kendrick Lamar,0.0759,https://api.spotify.com/v1/audio-analysis/1oH44ACGSLbJGcbw2JLQOt,0.713,350699,0.803,1oH44ACGSLbJGcbw2JLQOt,0.0,9,0.129,-5.311,1,0.287,153.987,4,https://api.spotify.com/v1/tracks/1oH44ACGSLbJGcbw2JLQOt,audio_features,spotify:track:1oH44ACGSLbJGcbw2JLQOt,0.522
43,HUMBLE. - SKRILLEX REMIX,Skrillex,0.00778,https://api.spotify.com/v1/audio-analysis/65ES1qwOB577ZnTkizMXJJ,0.898,156800,0.935,65ES1qwOB577ZnTkizMXJJ,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,https://api.spotify.com/v1/tracks/65ES1qwOB577ZnTkizMXJJ,audio_features,spotify:track:65ES1qwOB577ZnTkizMXJJ,0.884
44,Compton,Kendrick Lamar,0.0773,https://api.spotify.com/v1/audio-analysis/6q0zsagVIiAn9zb7vqTmZi,0.327,248093,0.906,6q0zsagVIiAn9zb7vqTmZi,0.0,1,0.381,-4.418,0,0.4,170.64,4,https://api.spotify.com/v1/tracks/6q0zsagVIiAn9zb7vqTmZi,audio_features,spotify:track:6q0zsagVIiAn9zb7vqTmZi,0.235
45,Real,Kendrick Lamar,0.0268,https://api.spotify.com/v1/audio-analysis/7pdCmGogZHZH3Xv7LnqVrH,0.664,443413,0.459,7pdCmGogZHZH3Xv7LnqVrH,0.0,1,0.654,-12.277,1,0.18,99.925,4,https://api.spotify.com/v1/tracks/7pdCmGogZHZH3Xv7LnqVrH,audio_features,spotify:track:7pdCmGogZHZH3Xv7LnqVrH,0.176
46,Sherane a.k.a Master Splinter’s Daughter,Kendrick Lamar,0.501,https://api.spotify.com/v1/audio-analysis/7zdORPbuIBkZHCJXl9J2e5,0.575,273640,0.509,7zdORPbuIBkZHCJXl9J2e5,0.00822,1,0.12,-11.044,1,0.507,82.656,4,https://api.spotify.com/v1/tracks/7zdORPbuIBkZHCJXl9J2e5,audio_features,spotify:track:7zdORPbuIBkZHCJXl9J2e5,0.312
47,These Walls,Kendrick Lamar,0.114,https://api.spotify.com/v1/audio-analysis/7uWVT3UkCAZyANvv0bdyQn,0.704,300973,0.487,7uWVT3UkCAZyANvv0bdyQn,2.65e-06,5,0.229,-5.536,0,0.113,107.926,4,https://api.spotify.com/v1/tracks/7uWVT3UkCAZyANvv0bdyQn,audio_features,spotify:track:7uWVT3UkCAZyANvv0bdyQn,0.382
48,GOD.,Kendrick Lamar,0.0377,https://api.spotify.com/v1/audio-analysis/5p3NP9mQblDsVJLdfNZJ3I,0.696,248827,0.565,5p3NP9mQblDsVJLdfNZJ3I,0.0,0,0.199,-5.933,1,0.0892,132.893,4,https://api.spotify.com/v1/tracks/5p3NP9mQblDsVJLdfNZJ3I,audio_features,spotify:track:5p3NP9mQblDsVJLdfNZJ3I,0.216
49,LOVE. FEAT. ZACARI.,Kendrick Lamar,0.29,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,0.798,213400,0.582,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.38,1,0.103,126.075,4,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,0.766
50,Ultralight Beam,Kanye West,0.637,https://api.spotify.com/v1/audio-analysis/1eQBEelI2NCy7AUTerX0KS,0.596,320680,0.393,1eQBEelI2NCy7AUTerX0KS,0.0,8,0.539,-8.714,1,0.383,107.425,4,https://api.spotify.com/v1/tracks/1eQBEelI2NCy7AUTerX0KS,audio_features,spotify:track:1eQBEelI2NCy7AUTerX0KS,0.36
51,Highlights,Kanye West,0.00573,https://api.spotify.com/v1/audio-analysis/4qYLPta5HZ36idWiXtqh7B,0.545,199867,0.625,4qYLPta5HZ36idWiXtqh7B,0.0,2,0.304,-6.234,1,0.162,101.963,4,https://api.spotify.com/v1/tracks/4qYLPta5HZ36idWiXtqh7B,audio_features,spotify:track:4qYLPta5HZ36idWiXtqh7B,0.377
52,Low Lights,Kanye West,0.726,https://api.spotify.com/v1/audio-analysis/36o4taPyOdnOMf01ERmn9a,0.583,131773,0.582,36o4taPyOdnOMf01ERmn9a,0.0,7,0.123,-4.745,1,0.115,96.606,4,https://api.spotify.com/v1/tracks/36o4taPyOdnOMf01ERmn9a,audio_features,spotify:track:36o4taPyOdnOMf01ERmn9a,0.568
53,Feedback,Kanye West,0.593,https://api.spotify.com/v1/audio-analysis/49fT6owWuknekShh9utsjv,0.837,147240,0.562,49fT6owWuknekShh9utsjv,0.0,1,0.104,-6.038,1,0.492,100.17,4,https://api.spotify.com/v1/tracks/49fT6owWuknekShh9utsjv,audio_features,spotify:track:49fT6owWuknekShh9utsjv,0.149
54,I Love Kanye,Kanye West,0.581,https://api.spotify.com/v1/audio-analysis/5CGS4UovzA7ftCJkLVXQju,0.664,44827,0.383,5CGS4UovzA7ftCJkLVXQju,0.0,9,0.234,-7.807,1,0.764,159.613,4,https://api.spotify.com/v1/tracks/5CGS4UovzA7ftCJkLVXQju,audio_features,spotify:track:5CGS4UovzA7ftCJkLVXQju,0.963
55,Real Friends,Kanye West,0.268,https://api.spotify.com/v1/audio-analysis/66Q3fAmSX5eHamgbKa9alP,0.445,251573,0.746,66Q3fAmSX5eHamgbKa9alP,0.00033,6,0.138,-6.281,0,0.456,170.612,4,https://api.spotify.com/v1/tracks/66Q3fAmSX5eHamgbKa9alP,audio_features,spotify:track:66Q3fAmSX5eHamgbKa9alP,0.121
56,Wolves,Kanye West,0.186,https://api.spotify.com/v1/audio-analysis/432hUIl3ISDeytYW5XBQ5h,0.539,301587,0.399,432hUIl3ISDeytYW5XBQ5h,0.00255,1,0.131,-8.016,1,0.045,78.248,4,https://api.spotify.com/v1/tracks/432hUIl3ISDeytYW5XBQ5h,audio_features,spotify:track:432hUIl3ISDeytYW5XBQ5h,0.118
57,Facts (Charlie Heat Version),Kanye West,0.0465,https://api.spotify.com/v1/audio-analysis/3MnbXlC1N7GdS9M8HzA6no,0.769,200733,0.648,3MnbXlC1N7GdS9M8HzA6no,0.0,1,0.201,-3.78,0,0.177,142.074,4,https://api.spotify.com/v1/tracks/3MnbXlC1N7GdS9M8HzA6no,audio_features,spotify:track:3MnbXlC1N7GdS9M8HzA6no,0.401
58,Hold My Liquor,Kanye West,0.0147,https://api.spotify.com/v1/audio-analysis/5nIu0VwPOsjkF61zfevLKh,0.493,326947,0.333,5nIu0VwPOsjkF61zfevLKh,5.66e-06,8,0.116,-10.313,1,0.0342,106.808,4,https://api.spotify.com/v1/tracks/5nIu0VwPOsjkF61zfevLKh,audio_features,spotify:track:5nIu0VwPOsjkF61zfevLKh,0.0399
59,I'm In It,Kanye West,0.13,https://api.spotify.com/v1/audio-analysis/52NmkyHsGsHGb1UX8fTkMg,0.573,234853,0.599,52NmkyHsGsHGb1UX8fTkMg,0.0,1,0.0642,-4.584,1,0.352,120.142,4,https://api.spotify.com/v1/tracks/52NmkyHsGsHGb1UX8fTkMg,audio_features,spotify:track:52NmkyHsGsHGb1UX8fTkMg,0.45
60,Guilt Trip,Kanye West,0.151,https://api.spotify.com/v1/audio-analysis/5nPOM0nFRAJ3XI8xCxNAzO,0.62,243747,0.658,5nPOM0nFRAJ3XI8xCxNAzO,1.11e-05,4,0.145,-6.054,0,0.0638,138.995,4,https://api.spotify.com/v1/tracks/5nPOM0nFRAJ3XI8xCxNAzO,audio_features,spotify:track:5nPOM0nFRAJ3XI8xCxNAzO,0.589
61,Send It Up,Kanye West,0.3,https://api.spotify.com/v1/audio-analysis/3RKblQNJs8HPvWBgXmq6nn,0.698,178040,0.547,3RKblQNJs8HPvWBgXmq6nn,6.34e-05,9,0.328,-5.21,1,0.33,93.003,4,https://api.spotify.com/v1/tracks/3RKblQNJs8HPvWBgXmq6nn,audio_features,spotify:track:3RKblQNJs8HPvWBgXmq6nn,0.404
62,Gorgeous,Kanye West,0.0255,https://api.spotify.com/v1/audio-analysis/23SZWX2IaDnxmhFsSLvkG2,0.6,357653,0.736,23SZWX2IaDnxmhFsSLvkG2,0.000139,1,0.167,-3.533,0,0.0364,91.99,4,https://api.spotify.com/v1/tracks/23SZWX2IaDnxmhFsSLvkG2,audio_features,spotify:track:23SZWX2IaDnxmhFsSLvkG2,0.122
63,Hell Of A Life,Kanye West,0.00136,https://api.spotify.com/v1/audio-analysis/3rCNmRonlHN1TXQLcG3dSk,0.436,327787,0.817,3rCNmRonlHN1TXQLcG3dSk,0.000199,10,0.106,-5.391,0,0.18,177.991,4,https://api.spotify.com/v1/tracks/3rCNmRonlHN1TXQLcG3dSk,audio_features,spotify:track:3rCNmRonlHN1TXQLcG3dSk,0.493
64,Blame Game,Kanye West,0.296,https://api.spotify.com/v1/audio-analysis/4EndPA8b6FDWYp1RgsnLEB,0.622,469867,0.58,4EndPA8b6FDWYp1RgsnLEB,9.78e-05,5,0.12,-5.87,0,0.0447,86.322,4,https://api.spotify.com/v1/tracks/4EndPA8b6FDWYp1RgsnLEB,audio_features,spotify:track:4EndPA8b6FDWYp1RgsnLEB,0.685
65,Heartless,Kanye West,0.0401,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,0.789,211000,0.65,4EWCNWgDS8707fNSZ1oaA5,0.0,10,0.249,-6.16,0,0.121,87.983,4,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,audio_features,spotify:track:4EWCNWgDS8707fNSZ1oaA5,0.617
66,Amazing,Kanye West,0.218,https://api.spotify.com/v1/audio-analysis/0m3Ze0cy8qBHSsV2exAfCw,0.579,238333,0.545,0m3Ze0cy8qBHSsV2exAfCw,0.0913,8,0.0642,-8.354,1,0.0418,73.034,4,https://api.spotify.com/v1/tracks/0m3Ze0cy8qBHSsV2exAfCw,audio_features,spotify:track:0m3Ze0cy8qBHSsV2exAfCw,0.483
67,Love Lockdown,Kanye West,0.0539,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,0.756,270307,0.529,1kxeWHF9PrCVZHvVskv8lg,0.392,1,0.112,-7.659,0,0.0329,119.573,4,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,audio_features,spotify:track:1kxeWHF9PrCVZHvVskv8lg,0.123
